symbol,ok,priceBRL,status,message
TRIG11,0,,0,"fetch failed"
TVRI11,0,,0,"fetch failed"
URPR11,0,,0,"fetch failed"
VCJR11,0,,0,"fetch failed"
VCRA11,0,,0,"fetch failed"
VGHF11,0,,0,"fetch failed"
VGIA11,0,,0,"fetch failed"
VIGT11,0,,0,"fetch failed"
VILG11,0,,0,"fetch failed"
VINO11,0,,0,"fetch failed"
VISC11,0,,0,"fetch failed"
VIUR11,0,,0,"fetch failed"
VSHO11,0,,0,"fetch failed"
VSLH11,0,,0,"fetch failed"
VVCR11,0,,0,"fetch failed"
VVMR11,0,,0,"fetch failed"
WHGR11,0,,0,"fetch failed"
WPLZ11,0,,0,"fetch failed"
XPCA11,0,,0,"fetch failed"
XPCM11,0,,0,"fetch failed"
XPID11,0,,0,"fetch failed"
XPSF11,0,,0,"fetch failed"
BCFF11,0,,0,"fetch failed"
CRAA11,0,,0,"fetch failed"
FGAA11,0,,0,"fetch failed"
HFOF11,0,,0,"fetch failed"
KFOF11,0,,0,"fetch failed"
RFOF11,0,,0,"fetch failed"
ATSA11,0,,0,"fetch failed"
BLCA11,0,,0,"fetch failed"
BRCR11,0,,0,"fetch failed"
DEVA11,0,,0,"fetch failed"
FLMA11,0,,0,"fetch failed"
HGBS11,0,,0,"fetch failed"
HGRE11,0,,0,"fetch failed"
HSML11,0,,0,"fetch failed"
JSRE11,0,,0,"fetch failed"
PVBI11,0,,0,"fetch failed"
RBRD11,0,,0,"fetch failed"
SEQR11,0,,0,"fetch failed"
VGIR11,0,,0,"fetch failed"
XPIE11,0,,0,"fetch failed"
XPML11,0,,0,"fetch failed"
BLMG11,0,,0,"fetch failed"
BRCO11,0,,0,"fetch failed"
BTLG11,0,,0,"fetch failed"
GGRC11,0,,0,"fetch failed"
GLOG11,0,,0,"fetch failed"
GTWR11,0,,0,"fetch failed"
HGLG11,0,,0,"fetch failed"
HLOG11,0,,0,"fetch failed"
HSLG11,0,,0,"fetch failed"
LVBI11,0,,0,"fetch failed"
RBVA11,0,,0,"fetch failed"
TRXF11,0,,0,"fetch failed"
VGIP11,0,,0,"fetch failed"
XPLG11,0,,0,"fetch failed"
HOSI11,0,,0,"fetch failed"
HSAF11,0,,0,"fetch failed"
NSLU11,0,,0,"fetch failed"
NVHO11,0,,0,"fetch failed"
ARS,0,,0,"fetch failed"
AUD,0,,0,"fetch failed"
BRL,0,,0,"fetch failed"
CAD,0,,0,"fetch failed"
CHF,0,,0,"fetch failed"
CLP,0,,0,"fetch failed"
CNH,0,,0,"fetch failed"
CNY,0,,0,"fetch failed"
COP,0,,0,"fetch failed"
DKK,0,,0,"fetch failed"
EUR,0,,0,"fetch failed"
GBP,0,,0,"fetch failed"
HKD,0,,0,"fetch failed"
HUF,0,,0,"fetch failed"
INR,0,,0,"fetch failed"
JPY,0,,0,"fetch failed"
KRW,0,,0,"fetch failed"
MXN,0,,0,"fetch failed"
NOK,0,,0,"fetch failed"
NZD,0,,0,"fetch failed"
PEN,0,,0,"fetch failed"
PLN,0,,0,"fetch failed"
RUB,0,,0,"fetch failed"
SEK,0,,0,"fetch failed"
SGD,0,,0,"fetch failed"
THB,0,,0,"fetch failed"
TRY,0,,0,"fetch failed"
TWD,0,,0,"fetch failed"
USD,0,,0,"fetch failed"
UYU,0,,0,"fetch failed"
ZAR,0,,0,"fetch failed"
DOLA11,0,,0,"fetch failed"
EURO11,0,,0,"fetch failed"
KDOL11,0,,0,"fetch failed"
USDB11,0,,0,"fetch failed"
DOL,0,,0,"fetch failed"
DOLF27,0,,0,"fetch failed"
DOLF28,0,,0,"fetch failed"
DOLF29,0,,0,"fetch failed"
DOLF30,0,,0,"fetch failed"
DOLH26,0,,0,"fetch failed"
DOLJ26,0,,0,"fetch failed"
DOLJ27,0,,0,"fetch failed"
DOLJ28,0,,0,"fetch failed"
DOLN26,0,,0,"fetch failed"
DOLN27,0,,0,"fetch failed"
DOLN28,0,,0,"fetch failed"
DOLN29,0,,0,"fetch failed"
DOLN30,0,,0,"fetch failed"
DOLV26,0,,0,"fetch failed"
DOLV27,0,,0,"fetch failed"
DOLV28,0,,0,"fetch failed"
WDO,0,,0,"fetch failed"
ARSBRL,0,,0,"fetch failed"
AUDBRL,0,,0,"fetch failed"
AUDUSD,0,,0,"fetch failed"
CADBRL,0,,0,"fetch failed"
CHFBRL,0,,0,"fetch failed"
CNYBRL,0,,0,"fetch failed"
EURBRL,0,,0,"fetch failed"
EURGBP,0,,0,"fetch failed"
EURJPY,0,,0,"fetch failed"
EURUSD,0,,0,"fetch failed"
GBPBRL,0,,0,"fetch failed"
GBPJPY,0,,0,"fetch failed"
GBPUSD,0,,0,"fetch failed"
JPYBRL,0,,0,"fetch failed"
MXNBRL,0,,0,"fetch failed"
NZDUSD,0,,0,"fetch failed"
USDBRL,0,,0,"fetch failed"
USDCAD,0,,0,"fetch failed"
USDCHF,0,,0,"fetch failed"
USDCNY,0,,0,"fetch failed"
USDINR,0,,0,"fetch failed"
USDJPY,0,,0,"fetch failed"
USDMXN,0,,0,"fetch failed"
USDZAR,0,,0,"fetch failed"
CDB,0,,0,"fetch failed"
COE,0,,0,"fetch failed"
CRA,0,,0,"fetch failed"
CRI,0,,0,"fetch failed"
DEBENTURE,0,,0,"fetch failed"
DEBENTURE_INC,0,,0,"fetch failed"
FI_RF,0,,0,"fetch failed"
LCA,0,,0,"fetch failed"
LCI,0,,0,"fetch failed"
LFT,0,,0,"fetch failed"
LTN,0,,0,"fetch failed"
NTN-B,0,,0,"fetch failed"
NTN-B_PRINC,0,,0,"fetch failed"
NTN-C,0,,0,"fetch failed"
NTN-F,0,,0,"fetch failed"
POUPANCA,0,,0,"fetch failed"
DCOF27,0,,0,"fetch failed"
DCOF28,0,,0,"fetch failed"
DCOF29,0,,0,"fetch failed"
DCOF30,0,,0,"fetch failed"
DCOF31,0,,0,"fetch failed"
DCOF32,0,,0,"fetch failed"
DCOF33,0,,0,"fetch failed"
DCOF34,0,,0,"fetch failed"
DCOF35,0,,0,"fetch failed"
DCOF36,0,,0,"fetch failed"
DCOF37,0,,0,"fetch failed"
DCOF38,0,,0,"fetch failed"
DCOF39,0,,0,"fetch failed"
DCOF40,0,,0,"fetch failed"
DCOH26,0,,0,"fetch failed"
DCOJ26,0,,0,"fetch failed"
DCOJ27,0,,0,"fetch failed"
DCOJ28,0,,0,"fetch failed"
DCOJ29,0,,0,"fetch failed"
DCOJ30,0,,0,"fetch failed"
DCON26,0,,0,"fetch failed"
DCON27,0,,0,"fetch failed"
DCON28,0,,0,"fetch failed"
DCON29,0,,0,"fetch failed"
DCON30,0,,0,"fetch failed"
DCOV26,0,,0,"fetch failed"
DCOV27,0,,0,"fetch failed"
DCOV28,0,,0,"fetch failed"
DCOV29,0,,0,"fetch failed"
DDIF27,0,,0,"fetch failed"
DDIF28,0,,0,"fetch failed"
DDIF29,0,,0,"fetch failed"
DDIF30,0,,0,"fetch failed"
DDIF31,0,,0,"fetch failed"
DDIF32,0,,0,"fetch failed"
DDIF33,0,,0,"fetch failed"
DDIF34,0,,0,"fetch failed"
DDIF35,0,,0,"fetch failed"
DDIF36,0,,0,"fetch failed"
DDIF37,0,,0,"fetch failed"
DDIF38,0,,0,"fetch failed"
DDIF39,0,,0,"fetch failed"
DDIF40,0,,0,"fetch failed"
DDIH26,0,,0,"fetch failed"
DDIJ26,0,,0,"fetch failed"
DDIJ27,0,,0,"fetch failed"
DDIJ28,0,,0,"fetch failed"
DDIJ29,0,,0,"fetch failed"
DDIJ30,0,,0,"fetch failed"
DDIN26,0,,0,"fetch failed"
DDIN27,0,,0,"fetch failed"
DDIN28,0,,0,"fetch failed"
DDIN29,0,,0,"fetch failed"
DDIN30,0,,0,"fetch failed"
DDIV26,0,,0,"fetch failed"
DDIV27,0,,0,"fetch failed"
DDIV28,0,,0,"fetch failed"
DDIV29,0,,0,"fetch failed"
FRCF27,0,,0,"fetch failed"
FRCF28,0,,0,"fetch failed"
FRCF29,0,,0,"fetch failed"
FRCF30,0,,0,"fetch failed"
FRCF31,0,,0,"fetch failed"
FRCF32,0,,0,"fetch failed"
FRCF33,0,,0,"fetch failed"
FRCF34,0,,0,"fetch failed"
FRCF36,0,,0,"fetch failed"
FRCF37,0,,0,"fetch failed"
FRCF38,0,,0,"fetch failed"
FRCF39,0,,0,"fetch failed"
FRCJ26,0,,0,"fetch failed"
FRCJ27,0,,0,"fetch failed"
FRCJ28,0,,0,"fetch failed"
FRCJ30,0,,0,"fetch failed"
FRCN26,0,,0,"fetch failed"
FRCN27,0,,0,"fetch failed"
FRCN28,0,,0,"fetch failed"
FRCN30,0,,0,"fetch failed"
FRCV26,0,,0,"fetch failed"
FRCV27,0,,0,"fetch failed"
FRCV28,0,,0,"fetch failed"
FRCV29,0,,0,"fetch failed"
FROF27,0,,0,"fetch failed"
FROF28,0,,0,"fetch failed"
FROF29,0,,0,"fetch failed"
FROF30,0,,0,"fetch failed"
FROF31,0,,0,"fetch failed"
FROF32,0,,0,"fetch failed"
FROF34,0,,0,"fetch failed"
FROF35,0,,0,"fetch failed"
FROF36,0,,0,"fetch failed"
FROF37,0,,0,"fetch failed"
FROF38,0,,0,"fetch failed"
FROF39,0,,0,"fetch failed"
FROJ26,0,,0,"fetch failed"
FROJ27,0,,0,"fetch failed"
FROJ28,0,,0,"fetch failed"
FROJ30,0,,0,"fetch failed"
FRON26,0,,0,"fetch failed"
FRON27,0,,0,"fetch failed"
FRON28,0,,0,"fetch failed"
FRON30,0,,0,"fetch failed"
FROV26,0,,0,"fetch failed"
FROV27,0,,0,"fetch failed"
FROV28,0,,0,"fetch failed"
FROV29,0,,0,"fetch failed"
B5P211,0,,0,"fetch failed"
BNDX11,0,,0,"fetch failed"
IB5M11,0,,0,"fetch failed"
IMAB11,0,,0,"fetch failed"
INBR32,0,,0,"fetch failed"
IRFM11,0,,0,"fetch failed"
LFTB11,0,,0,"fetch failed"
LFTS11,0,,0,"fetch failed"
PIBB11,0,,0,"fetch failed"
XFIX11,0,,0,"fetch failed"
XPBR31,0,,0,"fetch failed"
DI1F27,0,,0,"fetch failed"
DI1F28,0,,0,"fetch failed"
DI1F29,0,,0,"fetch failed"
DI1F30,0,,0,"fetch failed"
DI1F31,0,,0,"fetch failed"
DI1F32,0,,0,"fetch failed"
DI1F33,0,,0,"fetch failed"
DI1F34,0,,0,"fetch failed"
DI1F35,0,,0,"fetch failed"
DI1F36,0,,0,"fetch failed"
DI1F37,0,,0,"fetch failed"
DI1F38,0,,0,"fetch failed"
DI1F39,0,,0,"fetch failed"
DI1F40,0,,0,"fetch failed"
DI1H26,0,,0,"fetch failed"
DI1J26,0,,0,"fetch failed"
DI1J27,0,,0,"fetch failed"
DI1J28,0,,0,"fetch failed"
DI1J29,0,,0,"fetch failed"
DI1J30,0,,0,"fetch failed"
DI1N26,0,,0,"fetch failed"
DI1N27,0,,0,"fetch failed"
DI1N28,0,,0,"fetch failed"
DI1N29,0,,0,"fetch failed"
DI1N30,0,,0,"fetch failed"
DI1V26,0,,0,"fetch failed"
DI1V27,0,,0,"fetch failed"
DI1V28,0,,0,"fetch failed"
DI1V29,0,,0,"fetch failed"
OC1F27,0,,0,"fetch failed"
OC1F28,0,,0,"fetch failed"
OC1F29,0,,0,"fetch failed"
OC1F30,0,,0,"fetch failed"
OC1F31,0,,0,"fetch failed"
OC1F32,0,,0,"fetch failed"
OC1F33,0,,0,"fetch failed"
OC1F34,0,,0,"fetch failed"
OC1F35,0,,0,"fetch failed"
OC1F36,0,,0,"fetch failed"
OC1F37,0,,0,"fetch failed"
OC1F38,0,,0,"fetch failed"
OC1F39,0,,0,"fetch failed"
OC1F40,0,,0,"fetch failed"
OC1H26,0,,0,"fetch failed"
OC1J26,0,,0,"fetch failed"
OC1J27,0,,0,"fetch failed"
OC1J28,0,,0,"fetch failed"
OC1J29,0,,0,"fetch failed"
OC1J30,0,,0,"fetch failed"
OC1N26,0,,0,"fetch failed"
OC1N27,0,,0,"fetch failed"
OC1N28,0,,0,"fetch failed"
OC1N29,0,,0,"fetch failed"
OC1N30,0,,0,"fetch failed"
OC1V26,0,,0,"fetch failed"
OC1V27,0,,0,"fetch failed"
DIFF27F28,0,,0,"fetch failed"
DIFF27F29,0,,0,"fetch failed"
DIFF27F30,0,,0,"fetch failed"
DIFF27F31,0,,0,"fetch failed"
DIFF27F32,0,,0,"fetch failed"
DIFF27F35,0,,0,"fetch failed"
DIFF27J27,0,,0,"fetch failed"
DIFF27J28,0,,0,"fetch failed"
DIFF27N27,0,,0,"fetch failed"
DIFF27N28,0,,0,"fetch failed"
DIFF27V27,0,,0,"fetch failed"
DIFF27V28,0,,0,"fetch failed"
DIFF28F29,0,,0,"fetch failed"
DIFF28F30,0,,0,"fetch failed"
DIFF33F34,0,,0,"fetch failed"
DIFF33F35,0,,0,"fetch failed"
DIFF33F37,0,,0,"fetch failed"
DIFF33F38,0,,0,"fetch failed"
DIFF34F35,0,,0,"fetch failed"
DIFH26J26,0,,0,"fetch failed"
DIFJ26F28,0,,0,"fetch failed"
DIFJ26F29,0,,0,"fetch failed"
DIFJ26F31,0,,0,"fetch failed"
DIFJ26J27,0,,0,"fetch failed"
DIFJ26N26,0,,0,"fetch failed"
DIFJ27F28,0,,0,"fetch failed"
DIFJ28F29,0,,0,"fetch failed"
DIFJ28N28,0,,0,"fetch failed"
DIFJ29F30,0,,0,"fetch failed"
DIFN26F28,0,,0,"fetch failed"
DIFN26F29,0,,0,"fetch failed"
DIFN26F30,0,,0,"fetch failed"
DIFN27F28,0,,0,"fetch failed"
DIFN27F29,0,,0,"fetch failed"
DIFN27F30,0,,0,"fetch failed"
DIFN27F31,0,,0,"fetch failed"
DIFN27N28,0,,0,"fetch failed"
DIFN28F29,0,,0,"fetch failed"
DIFN28F30,0,,0,"fetch failed"
DIFN29F30,0,,0,"fetch failed"
DIFN29F31,0,,0,"fetch failed"
DIFN29F32,0,,0,"fetch failed"
DIFN29V29,0,,0,"fetch failed"
DIFN30F31,0,,0,"fetch failed"
DIFV26F28,0,,0,"fetch failed"
DIFV26F29,0,,0,"fetch failed"
DIFV26F31,0,,0,"fetch failed"
DIFV27F28,0,,0,"fetch failed"
DIFV27F29,0,,0,"fetch failed"
DIFV27F30,0,,0,"fetch failed"
DIFV27N28,0,,0,"fetch failed"
DIFV28F29,0,,0,"fetch failed"
DIFV29F30,0,,0,"fetch failed"
DAFK27Q28,0,,0,"fetch failed"
DAFK29Q30,0,,0,"fetch failed"
DAFK35Q40,0,,0,"fetch failed"
DAFQ26Q30,0,,0,"fetch failed"
DAFQ28Q30,0,,0,"fetch failed"
DAFQ32K33,0,,0,"fetch failed"
DAIK27Q28,0,,0,"fetch failed"
DAIK29Q30,0,,0,"fetch failed"
DAIK35Q40,0,,0,"fetch failed"
DAIQ26Q30,0,,0,"fetch failed"
DAIQ28Q30,0,,0,"fetch failed"
DAIQ32K33,0,,0,"fetch failed"
DAPF27,0,,0,"fetch failed"
DAPK27,0,,0,"fetch failed"
DAPK29,0,,0,"fetch failed"
DAPK33,0,,0,"fetch failed"
DAPK35,0,,0,"fetch failed"
DAPK45,0,,0,"fetch failed"
DAPK55,0,,0,"fetch failed"
DAPQ26,0,,0,"fetch failed"
DAPQ28,0,,0,"fetch failed"
DAPQ30,0,,0,"fetch failed"
DAPQ32,0,,0,"fetch failed"
DAPQ40,0,,0,"fetch failed"
DAPQ50,0,,0,"fetch failed"
DAPQ60,0,,0,"fetch failed"
TF473,0,,0,"fetch failed"
TF474,0,,0,"fetch failed"
TF475,0,,0,"fetch failed"
TF483,0,,0,"fetch failed"
TF484,0,,0,"fetch failed"
TF485,0,,0,"fetch failed"
TF493,0,,0,"fetch failed"
TF494,0,,0,"fetch failed"
TF495,0,,0,"fetch failed"
TF503,0,,0,"fetch failed"
TF504,0,,0,"fetch failed"
TF505,0,,0,"fetch failed"
TF513,0,,0,"fetch failed"
TF514,0,,0,"fetch failed"
TF515,0,,0,"fetch failed"
TF523,0,,0,"fetch failed"
TF524,0,,0,"fetch failed"
TF525,0,,0,"fetch failed"
TF533,0,,0,"fetch failed"
TF534,0,,0,"fetch failed"
TF535,0,,0,"fetch failed"
TF543,0,,0,"fetch failed"
TF544,0,,0,"fetch failed"
TF553,0,,0,"fetch failed"
TF554,0,,0,"fetch failed"
TF555,0,,0,"fetch failed"
TF563,0,,0,"fetch failed"
TF564,0,,0,"fetch failed"
TF565,0,,0,"fetch failed"
TF573,0,,0,"fetch failed"
TF574,0,,0,"fetch failed"
TF575,0,,0,"fetch failed"
TF583,0,,0,"fetch failed"
TF584,0,,0,"fetch failed"
TF585,0,,0,"fetch failed"
TF593,0,,0,"fetch failed"
TF594,0,,0,"fetch failed"
TF595,0,,0,"fetch failed"
TF603,0,,0,"fetch failed"
TF604,0,,0,"fetch failed"
TF623,0,,0,"fetch failed"
TF624,0,,0,"fetch failed"
TF625,0,,0,"fetch failed"
TF645,0,,0,"fetch failed"
CDI,0,,0,"fetch failed"
ECB_RATE,0,,0,"fetch failed"
ESTR,0,,0,"fetch failed"
EURIBOR,0,,0,"fetch failed"
FED_FUNDS,0,,0,"fetch failed"
IGP-DI,0,,0,"fetch failed"
IGP-M,0,,0,"fetch failed"
INPC,0,,0,"fetch failed"
IPCA,0,,0,"fetch failed"
LIBOR,0,,0,"fetch failed"
SELIC,0,,0,"fetch failed"
SOFR,0,,0,"fetch failed"
SONIA,0,,0,"fetch failed"
TJLP,0,,0,"fetch failed"
TONAR,0,,0,"fetch failed"
TR,0,,0,"fetch failed"
TAXA100,0,,0,"fetch failed"
TAXA101,0,,0,"fetch failed"
TAXA102,0,,0,"fetch failed"
TAXA103,0,,0,"fetch failed"
TAXA104,0,,0,"fetch failed"
TAXA105,0,,0,"fetch failed"
TAXA106,0,,0,"fetch failed"
TAXA107,0,,0,"fetch failed"
TAXA108,0,,0,"fetch failed"
TAXA109,0,,0,"fetch failed"
TAXA110,0,,0,"fetch failed"
TAXA111,0,,0,"fetch failed"
TAXA112,0,,0,"fetch failed"
TAXA113,0,,0,"fetch failed"
TAXA114,0,,0,"fetch failed"
TAXA115,0,,0,"fetch failed"
TAXA116,0,,0,"fetch failed"
TAXA117,0,,0,"fetch failed"
TAXA118,0,,0,"fetch failed"
TAXA119,0,,0,"fetch failed"
TAXA120,0,,0,"fetch failed"
TAXA121,0,,0,"fetch failed"
TAXA122,0,,0,"fetch failed"
TAXA123,0,,0,"fetch failed"
TAXA124,0,,0,"fetch failed"
TAXA125,0,,0,"fetch failed"
TAXA126,0,,0,"fetch failed"
TAXA127,0,,0,"fetch failed"
TAXA128,0,,0,"fetch failed"
TAXA129,0,,0,"fetch failed"
TAXA130,0,,0,"fetch failed"
TAXA131,0,,0,"fetch failed"
TAXA132,0,,0,"fetch failed"
TAXA133,0,,0,"fetch failed"
TAXA134,0,,0,"fetch failed"
TAXA135,0,,0,"fetch failed"
TAXA136,0,,0,"fetch failed"
TAXA137,0,,0,"fetch failed"
TAXA138,0,,0,"fetch failed"
TAXA139,0,,0,"fetch failed"
TAXA140,0,,0,"fetch failed"
TAXA141,0,,0,"fetch failed"
TAXA142,0,,0,"fetch failed"
TAXA143,0,,0,"fetch failed"
TAXA144,0,,0,"fetch failed"
TAXA145,0,,0,"fetch failed"
TAXA146,0,,0,"fetch failed"
TAXA147,0,,0,"fetch failed"
TAXA148,0,,0,"fetch failed"
TAXA149,0,,0,"fetch failed"
TAXA150,0,,0,"fetch failed"
TAXA151,0,,0,"fetch failed"
TAXA152,0,,0,"fetch failed"
TAXA153,0,,0,"fetch failed"
TAXA154,0,,0,"fetch failed"
TAXA155,0,,0,"fetch failed"
TAXA156,0,,0,"fetch failed"
TAXA157,0,,0,"fetch failed"
TAXA158,0,,0,"fetch failed"
TAXA159,0,,0,"fetch failed"
TAXA16,0,,0,"fetch failed"
TAXA160,0,,0,"fetch failed"
TAXA161,0,,0,"fetch failed"
TAXA162,0,,0,"fetch failed"
TAXA163,0,,0,"fetch failed"
TAXA164,0,,0,"fetch failed"
TAXA165,0,,0,"fetch failed"
TAXA166,0,,0,"fetch failed"
TAXA167,0,,0,"fetch failed"
TAXA168,0,,0,"fetch failed"
TAXA169,0,,0,"fetch failed"
TAXA16L,0,,0,"fetch failed"
TAXA17,0,,0,"fetch failed"
TAXA170,0,,0,"fetch failed"
TAXA171,0,,0,"fetch failed"
TAXA172,0,,0,"fetch failed"
TAXA173,0,,0,"fetch failed"
TAXA174,0,,0,"fetch failed"
TAXA175,0,,0,"fetch failed"
TAXA176,0,,0,"fetch failed"
TAXA177,0,,0,"fetch failed"
TAXA178,0,,0,"fetch failed"
TAXA179,0,,0,"fetch failed"
TAXA17L,0,,0,"fetch failed"
TAXA18,0,,0,"fetch failed"
TAXA180,0,,0,"fetch failed"
TAXA181,0,,0,"fetch failed"
TAXA182,0,,0,"fetch failed"
TAXA183,0,,0,"fetch failed"
TAXA184,0,,0,"fetch failed"
TAXA185,0,,0,"fetch failed"
TAXA186,0,,0,"fetch failed"
TAXA187,0,,0,"fetch failed"
TAXA188,0,,0,"fetch failed"
TAXA189,0,,0,"fetch failed"
TAXA18L,0,,0,"fetch failed"
TAXA19,0,,0,"fetch failed"
TAXA190,0,,0,"fetch failed"
TAXA191,0,,0,"fetch failed"
TAXA192,0,,0,"fetch failed"
TAXA193,0,,0,"fetch failed"
TAXA194,0,,0,"fetch failed"
TAXA195,0,,0,"fetch failed"
TAXA196,0,,0,"fetch failed"
TAXA197,0,,0,"fetch failed"
TAXA198,0,,0,"fetch failed"
TAXA199,0,,0,"fetch failed"
TAXA19L,0,,0,"fetch failed"
TAXA20,0,,0,"fetch failed"
TAXA200,0,,0,"fetch failed"
TAXA201,0,,0,"fetch failed"
TAXA202,0,,0,"fetch failed"
TAXA203,0,,0,"fetch failed"
TAXA204,0,,0,"fetch failed"
TAXA205,0,,0,"fetch failed"
TAXA206,0,,0,"fetch failed"
TAXA207,0,,0,"fetch failed"
TAXA208,0,,0,"fetch failed"
TAXA209,0,,0,"fetch failed"
TAXA20L,0,,0,"fetch failed"
TAXA21,0,,0,"fetch failed"
TAXA210,0,,0,"fetch failed"
TAXA211,0,,0,"fetch failed"
TAXA212,0,,0,"fetch failed"
TAXA213,0,,0,"fetch failed"
TAXA214,0,,0,"fetch failed"
TAXA215,0,,0,"fetch failed"
TAXA216,0,,0,"fetch failed"
TAXA217,0,,0,"fetch failed"
TAXA218,0,,0,"fetch failed"
TAXA219,0,,0,"fetch failed"
TAXA21L,0,,0,"fetch failed"
TAXA22,0,,0,"fetch failed"
TAXA220,0,,0,"fetch failed"
TAXA221,0,,0,"fetch failed"
TAXA222,0,,0,"fetch failed"
TAXA223,0,,0,"fetch failed"
TAXA224,0,,0,"fetch failed"
TAXA225,0,,0,"fetch failed"
TAXA226,0,,0,"fetch failed"
TAXA227,0,,0,"fetch failed"
TAXA228,0,,0,"fetch failed"
TAXA229,0,,0,"fetch failed"
TAXA22L,0,,0,"fetch failed"
TAXA23,0,,0,"fetch failed"
TAXA230,0,,0,"fetch failed"
TAXA231,0,,0,"fetch failed"
TAXA232,0,,0,"fetch failed"
TAXA233,0,,0,"fetch failed"
TAXA234,0,,0,"fetch failed"
TAXA235,0,,0,"fetch failed"
TAXA236,0,,0,"fetch failed"
TAXA237,0,,0,"fetch failed"
TAXA238,0,,0,"fetch failed"
TAXA239,0,,0,"fetch failed"
TAXA23L,0,,0,"fetch failed"
TAXA24,0,,0,"fetch failed"
TAXA240,0,,0,"fetch failed"
TAXA241,0,,0,"fetch failed"
TAXA242,0,,0,"fetch failed"
TAXA243,0,,0,"fetch failed"
TAXA244,0,,0,"fetch failed"
TAXA245,0,,0,"fetch failed"
TAXA246,0,,0,"fetch failed"
TAXA247,0,,0,"fetch failed"
TAXA248,0,,0,"fetch failed"
TAXA249,0,,0,"fetch failed"
TAXA24L,0,,0,"fetch failed"
TAXA25,0,,0,"fetch failed"
TAXA250,0,,0,"fetch failed"
TAXA251,0,,0,"fetch failed"
TAXA252,0,,0,"fetch failed"
TAXA253,0,,0,"fetch failed"
TAXA254,0,,0,"fetch failed"
TAXA255,0,,0,"fetch failed"
TAXA256,0,,0,"fetch failed"
TAXA257,0,,0,"fetch failed"
TAXA258,0,,0,"fetch failed"
TAXA259,0,,0,"fetch failed"
TAXA25L,0,,0,"fetch failed"
TAXA26,0,,0,"fetch failed"
TAXA260,0,,0,"fetch failed"
TAXA261,0,,0,"fetch failed"
TAXA262,0,,0,"fetch failed"
TAXA263,0,,0,"fetch failed"
TAXA264,0,,0,"fetch failed"
TAXA265,0,,0,"fetch failed"
TAXA266,0,,0,"fetch failed"
TAXA267,0,,0,"fetch failed"
TAXA268,0,,0,"fetch failed"
TAXA269,0,,0,"fetch failed"
TAXA26L,0,,0,"fetch failed"
TAXA27,0,,0,"fetch failed"
TAXA270,0,,0,"fetch failed"
TAXA271,0,,0,"fetch failed"
TAXA272,0,,0,"fetch failed"
TAXA273,0,,0,"fetch failed"
TAXA274,0,,0,"fetch failed"
TAXA275,0,,0,"fetch failed"
TAXA276,0,,0,"fetch failed"
TAXA277,0,,0,"fetch failed"
TAXA278,0,,0,"fetch failed"
TAXA279,0,,0,"fetch failed"
TAXA27L,0,,0,"fetch failed"
TAXA28,0,,0,"fetch failed"
TAXA280,0,,0,"fetch failed"
TAXA281,0,,0,"fetch failed"
TAXA282,0,,0,"fetch failed"
TAXA283,0,,0,"fetch failed"
TAXA284,0,,0,"fetch failed"
TAXA285,0,,0,"fetch failed"
TAXA286,0,,0,"fetch failed"
TAXA287,0,,0,"fetch failed"
TAXA288,0,,0,"fetch failed"
TAXA289,0,,0,"fetch failed"
TAXA28L,0,,0,"fetch failed"
TAXA29,0,,0,"fetch failed"
TAXA290,0,,0,"fetch failed"
TAXA291,0,,0,"fetch failed"
TAXA292,0,,0,"fetch failed"
TAXA293,0,,0,"fetch failed"
TAXA294,0,,0,"fetch failed"
TAXA295,0,,0,"fetch failed"
TAXA296,0,,0,"fetch failed"
TAXA297,0,,0,"fetch failed"
TAXA298,0,,0,"fetch failed"
TAXA299,0,,0,"fetch failed"
TAXA29L,0,,0,"fetch failed"
TAXA30,0,,0,"fetch failed"
TAXA300,0,,0,"fetch failed"
TAXA301,0,,0,"fetch failed"
TAXA302,0,,0,"fetch failed"
TAXA303,0,,0,"fetch failed"
TAXA304,0,,0,"fetch failed"
TAXA305,0,,0,"fetch failed"
TAXA306,0,,0,"fetch failed"
TAXA307,0,,0,"fetch failed"
TAXA308,0,,0,"fetch failed"
TAXA309,0,,0,"fetch failed"
TAXA30L,0,,0,"fetch failed"
TAXA31,0,,0,"fetch failed"
TAXA310,0,,0,"fetch failed"
TAXA311,0,,0,"fetch failed"
TAXA312,0,,0,"fetch failed"
TAXA313,0,,0,"fetch failed"
TAXA314,0,,0,"fetch failed"
TAXA315,0,,0,"fetch failed"
TAXA316,0,,0,"fetch failed"
TAXA317,0,,0,"fetch failed"
TAXA318,0,,0,"fetch failed"
TAXA319,0,,0,"fetch failed"
TAXA31L,0,,0,"fetch failed"
TAXA32,0,,0,"fetch failed"
TAXA320,0,,0,"fetch failed"
TAXA321,0,,0,"fetch failed"
TAXA322,0,,0,"fetch failed"
TAXA323,0,,0,"fetch failed"
TAXA324,0,,0,"fetch failed"
TAXA325,0,,0,"fetch failed"
TAXA326,0,,0,"fetch failed"
TAXA327,0,,0,"fetch failed"
TAXA328,0,,0,"fetch failed"
TAXA329,0,,0,"fetch failed"
TAXA32L,0,,0,"fetch failed"
TAXA33,0,,0,"fetch failed"
TAXA330,0,,0,"fetch failed"
TAXA331,0,,0,"fetch failed"
TAXA332,0,,0,"fetch failed"
TAXA333,0,,0,"fetch failed"
